CENSO;Regional;Munic¡pio;Nome;email
33014310;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CE JOAQUIM GOMES CRESPO;cejoaquimgomescrespo@educacao.rj.gov.br
33014566;NORTE FLUMINENSE;SAO JOAO DA BARRA;CE JOAO COELHO DA SILVA;cejoaocoelhodasilva@educacao.rj.gov.br
33014736;NORTE FLUMINENSE;CONCEICAO DE MACABU;CIEP 271 JOSE BONIFACIO TASSARA;ciep271@educacao.rj.gov.br
33014760;NORTE FLUMINENSE;CONCEICAO DE MACABU;CE TOBIAS TOSTES MACHADO;cetobiastostesmachado@educacao.rj.gov.br
33014779;NORTE FLUMINENSE;CONCEICAO DE MACABU;EE ANTONIO BARCELLOS;ceantoniobarcellos@educacao.rj.gov.br
33014809;NORTE FLUMINENSE;CONCEICAO DE MACABU;CE ELSA BARBOSA DAUMAS;eeelsabarbosadaumas@educacao.rj.gov.br
33014817;NORTE FLUMINENSE;CONCEICAO DE MACABU;EE JOSE DE PAULA BARRETO;eejpbarreto@educacao.rj.gov.br
33014833;NORTE FLUMINENSE;CONCEICAO DE MACABU;EE MARIA LOBO VIANA;eemarialobo@educacao.rj.gov.br
33015090;NORTE FLUMINENSE;CONCEICAO DE MACABU;CE BOCAINA;cebocaina@educacao.rj.gov.br
33015180;NORTE FLUMINENSE;MACAE;CE LUIZ REID;celuizreid@educacao.rj.gov.br
33015260;NORTE FLUMINENSE;MACAE;CE PRIMEIRO DE MAIO;ceprimeirodemaio@educacao.rj.gov.br
33015279;NORTE FLUMINENSE;MACAE;CE TELIO BARRETO;cedoutorteliobarreto@educacao.rj.gov.br
33015295;NORTE FLUMINENSE;MACAE;CE IRENE MEIRELLES;ceirenemeirelles@educacao.rj.gov.br
33015309;NORTE FLUMINENSE;MACAE;CE JORNALISTA ALVARO BASTOS;cejornalistaabastos@educacao.rj.gov.br
33015317;NORTE FLUMINENSE;MACAE;CE MATIAS NETO;cematiasneto@educacao.rj.gov.br
33015333;NORTE FLUMINENSE;MACAE;CE RACHEL REID PEREIRA DE SOUZA;eerachelreidpereirasouza@educacao.rj.gov.br
33015341;NORTE FLUMINENSE;MACAE;CE VISCONDE DE ARAUJO;ceviscondearaujo@educacao.rj.gov.br
33015740;NORTE FLUMINENSE;MACAE;CE PROFESSORA VANILDE NATALINO MATTOS;ceprofvanildenmattos@educacao.rj.gov.br
33016070;NORTE FLUMINENSE;CARAPEBUS;CE THOMAZ GOMES;cethomazgomes@educacao.rj.gov.br
33016550;NORTE FLUMINENSE;QUISSAMA;CE VISCONDE DE QUISSAMA;ceviscondedequissama@educacao.rj.gov.br
33016569;NORTE FLUMINENSE;QUISSAMA;CE BARAO DE MONTE CEDRO;cebaraodemontecedro@educacao.rj.gov.br
33016607;NORTE FLUMINENSE;QUISSAMA;EE ENGENHO CENTRAL DE QUISSAMA;eeecq@educacao.rj.gov.br
33025487;NORTE FLUMINENSE;RIO DAS OSTRAS;CE JACINTHO XAVIER MARTINS;cejacinthoxaviermartins@educacao.rj.gov.br
33025525;NORTE FLUMINENSE;RIO DAS OSTRAS;CE CINAMONO;cecinamomo@educacao.rj.gov.br
33025576;NORTE FLUMINENSE;RIO DAS OSTRAS;CE ROCHA LEAO;cerochaleao@educacao.rj.gov.br
33093938;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 461 CLOVIS TAVARES;ciep461@educacao.rj.gov.br
33093946;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 466 NINA ARUEIRA;ciep466@educacao.rj.gov.br
33094128;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 270 PREFEITO JOSE ALVES DE AZEVEDO;ciep270@educacao.rj.gov.br
33094136;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 416 WILSON BATISTA;ciep416@educacao.rj.gov.br
33095140;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CIEP 470 CELSO MARTINS CORDEIRO;ciep470@educacao.rj.gov.br
33097003;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 462 NACAO GOITACA;ciep462@educacao.rj.gov.br
33097437;NORTE FLUMINENSE;RIO DAS OSTRAS;CIEP 257 JOAQUIM DO REGO BARROS;ciep257@educacao.rj.gov.br
33098662;NORTE FLUMINENSE;CARDOSO MOREIRA;CIEP 464 ADMAR FERREIRA DE MEDEIROS;ciep464@educacao.rj.gov.br
33099111;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 463 JOAO BORGES BARRETO;ciep463@educacao.rj.gov.br
33099758;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 417 JOSE DO PATROCINIO;ciep417@educacao.rj.gov.br
33100411;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 268 LUIS CARLOS DE LACERDA;ciep268@educacao.rj.gov.br
33103119;NORTE FLUMINENSE;MACAE;CIEP 393 PREFEITO CARLOS EMIR MUSSI;ciep393@educacao.rj.gov.br
33170185;NORTE FLUMINENSE;SAO JOAO DA BARRA;CE CHRISANTO HENRIQUE DE SOUZA;cechrisantohenriquedesouza@educacao.rj.gov.br
33040087;SERRANA I  ;PETROPOLIS;CIEP 038 SANTOS DUMONT;ciep038@educacao.rj.gov.br
33040125;SERRANA I  ;PETROPOLIS;CE DOM PEDRO II;cedompedrosegundo@educacao.rj.gov.br
33040141;SERRANA I  ;PETROPOLIS;CE PRINCESA ISABEL;ceprincesaisabel@educacao.rj.gov.br
33040150;SERRANA I  ;PETROPOLIS;CE RUI BARBOSA;ceruibarbosa@educacao.rj.gov.br
33040400;SERRANA I  ;PETROPOLIS;CE CARDOSO FONTES;cecardosofontes@educacao.rj.gov.br
33041032;SERRANA I  ;PETROPOLIS;CE PROFESSOR AUGUSTO MESCHICK;ceprofessoraugustomeschick@educacao.rj.gov.br
33041210;SERRANA I  ;PETROPOLIS;CIEP 137 CECILIA MEIRELES;ciepbrizolao137@educacao.rj.gov.br
33041253;SERRANA I  ;PETROPOLIS;CE IRMA CECILIA JARDIM;ceirmaceciliajardim@educacao.rj.gov.br
33041326;SERRANA I  ;PETROPOLIS;CE DE ARARAS;ceararas@educacao.rj.gov.br
33041628;SERRANA I  ;PETROPOLIS;CIEP 472 CANDIDO PORTINARI;ciep472@educacao.rj.gov.br
33041776;SERRANA I  ;PETROPOLIS;CE EMBAIXADOR JOSE BONIFACIO;ceembaixadorjbonifacio@educacao.rj.gov.br
33041946;SERRANA I  ;PETROPOLIS;CIEP 281 GABRIELA MISTRAL;ciepbrizolao281gabrielamistral@educacao.rj.gov.br
33042047;SERRANA I  ;SAO JOSE DO VALE DO RIO PRETO;CE CORONEL JOAO LIMONGI;cecjoaolimongi@educacao.rj.gov.br
33042497;SERRANA I  ;TERESOPOLIS;CIEP 475 SEBASTIAO MELLO;ciep475@educacao.rj.gov.br
33042519;SERRANA I  ;TERESOPOLIS;CE EDMUNDO BITTENCOURT;ceedmundobittencourt@educacao.rj.gov.br
33042527;SERRANA I  ;TERESOPOLIS;CE EUCLYDES DA CUNHA;ceeuclydesdacunha@educacao.rj.gov.br
33042543;SERRANA I  ;TERESOPOLIS;CE PRESIDENTE BERNARDES;cepresidentebernardes@educacao.rj.gov.br
33042667;SERRANA I  ;TERESOPOLIS;CE CAMPOS SALLES;cecampossalles@educacao.rj.gov.br
33042683;SERRANA I  ;TERESOPOLIS;CE FANY NISKIER;cefanyniskier@educacao.rj.gov.br
33042705;SERRANA I  ;TERESOPOLIS;CE HIGINO DA SILVEIRA;cehiginodasilveira@educacao.rj.gov.br
33042730;SERRANA I  ;TERESOPOLIS;CE LIONS CLUB;celionsclub@educacao.rj.gov.br
33043132;SERRANA I  ;TERESOPOLIS;CIA JOSE FRANCISCO LIPPI;ciajflippi@educacao.rj.gov.br
33051070;SERRANA I  ;MAGE;CIEP 444 ISRAEL JACOB AVERBACK;ciep444@educacao.rj.gov.br
33051097;SERRANA I  ;GUAPIMIRIM;CE ALCINDO GUANABARA;cealcindoguanabara@educacao.rj.gov.br
33051100;SERRANA I  ;GUAPIMIRIM;CE PROFESSORA ALVINA VALERIO DA SILVA;cealvinavaleriodasilva@educacao.rj.gov.br
33051127;SERRANA I  ;GUAPIMIRIM;CE CORTUME CARIOCA;cecortumecarioca@educacao.rj.gov.br
33051321;SERRANA I  ;ITABORAI;CIEP 130 DOUTOR ELIAS DE MIRANDA SARAIVA;ciep130@educacao.rj.gov.br
33051330;SERRANA I  ;ITABORAI;CIEP 129  JOSE MARIA NANCI;ciep129@educacao.rj.gov.br
33051364;SERRANA I  ;ITABORAI;CE AGRICOLA JOSE SOARES JUNIOR;cejosesoaresjunior@educacao.rj.gov.br
33051380;SERRANA I  ;ITABORAI;CE VISCONDE DE ITABORAI;ceviscondedeitaborai@educacao.rj.gov.br
33051518;SERRANA I  ;ITABORAI;CE SALVADOR DE MENDONCA;cesalvadormendonca@educacao.rj.gov.br
33051739;SERRANA I  ;ITABORAI;CE FRANCESCA CAREY;cefrancesca.carey@educacao.rj.gov.br
33051747;SERRANA I  ;ITABORAI;CE LUCAS DA SILVA;celucasdasilva@educacao.rj.gov.br
33051844;SERRANA I  ;ITABORAI;CE HILKA DE ARAUJO PECANHA;cehilkaapecanha@educacao.rj.gov.br
33051879;SERRANA I  ;ITABORAI;CE DOUTOR MOACYR MEIRELLES PADILHA;cedrmmpadilha@educacao.rj.gov.br
33052069;SERRANA I  ;ITABORAI;CE PROFESSORA MARIA INOCENCIA FERREIRA;cepmiferreira@educacao.rj.gov.br
33052182;SERRANA I  ;TANGUA;CE ANTONIO FRANCISCO LEAL;ceantoniofranciscoleal@educacao.rj.gov.br
33052255;SERRANA I  ;ITABORAI;CE JOVINA AMARAL DE OLIVEIRA;cejovinaamaral@educacao.rj.gov.br
33052786;SERRANA I  ;MAGE;CIEP 128 MAGEPE MIRIM;ciep128@educacao.rj.gov.br
33052808;SERRANA I  ;MAGE;CEI AGROECOLOGICO BARAO DE LANGSDORFF;ceaalmiranteamaralpeixoto@educacao.rj.gov.br
33052816;SERRANA I  ;MAGE;CE DE MAGE;cemmage@educacao.rj.gov.br
33052891;SERRANA I  ;MAGE;CE PROFESSORA SONIA MARIA PIEDADE DE MOURA;cesoniamariapmoura@educacao.rj.gov.br
33052913;SERRANA I  ;MAGE;CE SAO FRANCISCO DE ASSIS;cesaofranciscodeassis@educacao.rj.gov.br
33052930;SERRANA I  ;MAGE;CE VISCONDE DE SEPETIBA;cesepetiba@educacao.rj.gov.br
33053162;SERRANA I  ;MAGE;CE MAUA;cemaua@educacao.rj.gov.br
33053189;SERRANA I  ;MAGE;CE OSWALDO CRUZ;ceoswaldocruz@educacao.rj.gov.br
33053340;SERRANA I  ;MAGE;CIEP 441 MANE GARRINCHA;ciep441@educacao.rj.gov.br
33053359;SERRANA I  ;MAGE;CIEP 127 FREI ACURSIO ALOISIO GONZAGA BOLWER;ciep127@educacao.rj.gov.br
33053383;SERRANA I  ;MAGE;CE JOSE VERISSIMO;cejverissimo@educacao.rj.gov.br
33053391;SERRANA I  ;MAGE;CE PROFESSOR ALFREDO BALTHAZAR DA SILVEIRA;ceprofabdasilveira@educacao.rj.gov.br
33053413;SERRANA I  ;MAGE;CE PROFESSORA ALDA BERNARDO DOS SANTOS TAVARES;ceprofaldabernardosantos@educacao.rj.gov.br
33053693;SERRANA I  ;MAGE;CE JOAQUIM LEITAO;cejoaquimleitao@educacao.rj.gov.br
33053715;SERRANA I  ;MAGE;CE PROFESSORA RUTH TALDO FRANCA;ceprofruthtfranca@educacao.rj.gov.br
33053766;SERRANA I  ;MAGE;CIEP 327 PEDRO AMERICO;ciep327@educacao.rj.gov.br
33053774;SERRANA I  ;MAGE;CE CORONEL SERGIO JOSE DO AMARAL;cesergioamaral@educacao.rj.gov.br
33097046;SERRANA I  ;ITABORAI;CIEP 424 PEDRO AMORIM;ciep424@educacao.rj.gov.br
33097054;SERRANA I  ;ITABORAI;CIEP 308 PASCOAL CARLOS MAGNO;ciepbrizolao308@educacao.rj.gov.br
33097178;SERRANA I  ;ITABORAI;CIEP 451 ELIZA ANTONIA RAINHO DIAS;ciep451@educacao.rj.gov.br
33098786;SERRANA I  ;ITABORAI;CIEP 453 DOUTOR MILTON RODRIGUES ROCHA;ciepbrizolao453@educacao.rj.gov.br
33098794;SERRANA I  ;ITABORAI;CIEP 415 MIGUEL DE CERVANTES;ciepbrizolao415@educacao.rj.gov.br
33098808;SERRANA I  ;ITABORAI;CIEP 426 EDUARDO RIBEIRO DE CARVALHO;ciep426@educacao.rj.gov.br
33099936;SERRANA I  ;TANGUA;CIEP 252 JOAO BAPTISTA CAFFARO;ciepbrizolao252@educacao.rj.gov.br
33125325;SERRANA I  ;MAGE;CIEP 260 BARBOSA PORTO;ciep260@educacao.rj.gov.br
33018804;SERRANA II;CANTAGALO;CIEP 277 JOAO NICOLAO FILHO JANJAO;ciep277@educacao.rj.gov.br
33018820;SERRANA II ;CANTAGALO;CE MARIA ZULMIRA TORRES ;cemztorrescantagalo@educacao.rj.gov.br
33019223;SERRANA II;CANTAGALO;CE JOAO DE ABREU JUNIOR;cejoaodeabreujunior@educacao.rj.gov.br
33019290;SERRANA II;CANTAGALO;CE CONDE DE NOVA FRIBURGO;condenovafriburgo@educacao.rj.gov.br
33019428;SERRANA II;CANTAGALO;CE DOUTOR FRANCISCO LEITE TEIXEIRA;eedrfranciscoleiteteixeira@educacao.rj.gov.br
33019673;SERRANA II;CARMO;CIEP 280 PROFESSOR VASCO FERNANDES DA SILVA PORTO;ciep280@educacao.rj.gov.br
33019681;SERRANA II;CARMO;CE PROFESSOR AURELIO DUARTE;ceprofessoraurelioduarte@educacao.rj.gov.br
33019789;SERRANA II;CARMO;CE FRANCISCO VARELLA;cefranciscovarella@educacao.rj.gov.br
33019800;SERRANA II;CARMO;CE INDEPENDENCIA;ceindependencia@educacao.rj.gov.br
33020035;SERRANA II;CARMO;CE FRANCISCO LOURENCO ALVES;cefranciscolourencoalves@educacao.rj.gov.br
33020116;SERRANA II;CORDEIRO;CIEP 145  DOUTOR OSWALDO CRUZ;ciep145@educacao.rj.gov.br
33020140;SERRANA II;CORDEIRO;CE ANTONIO PECLY;ceantoniopecly@educacao.rj.gov.br
33020205;SERRANA II;CORDEIRO;CE CONSTANCA SOARES TEIXEIRA;ceconstancasoaresteixeira@educacao.rj.gov.br
33020213;SERRANA II;CORDEIRO;IE INOCENCIO DE ANDRADE;ieinocenciodeandrade@educacao.rj.gov.br
33020396;SERRANA II;MACUCO;CE JOSE CARLOS BOARETTO;cejosecarlosboaretto@educacao.rj.gov.br
33020434;SERRANA II;MACUCO;CE FARMACEUTICO RODOLFO ALBINO;cefarmaceuticorodolfoalbino@educacao.rj.gov.br
33020540;SERRANA II;BOM JARDIM;CIEP 322 MOZART CUNHA GUIMARAES;ciep322@educacao.rj.gov.br
33020558;SERRANA II;BOM JARDIM;CE RAMIRO BRAGA;ceramirobraga@educacao.rj.gov.br
33020710;SERRANA II;BOM JARDIM;CE DOUTOR PERICLES CORREA DA ROCHA;cedoutorpericlescorreadarocha@educacao.rj.gov.br
33020779;SERRANA II;BOM JARDIM;CE LEOPOLDO OSCAR STUTZ;celeopoldooscarstutz@educacao.rj.gov.br
33020957;SERRANA II;BOM JARDIM;CE PROFESSOR JOAO BRASIL;ceprofessorjoaobrasil@educacao.rj.gov.br
33021082;SERRANA II;DUAS BARRAS;CE ALMIRANTE PROTOGENES;cealmiranteprotogenes@educacao.rj.gov.br
33021236;SERRANA II;DUAS BARRAS;CE MARIA ROSA TEIXEIRA;cemariarosateixeira@educacao.rj.gov.br
33021694;SERRANA II;NOVA FRIBURGO;CE CANADA;cecanada@educacao.rj.gov.br
33021708;SERRANA II;NOVA FRIBURGO;CE PROFESSOR JAMIL EL JAICK;cejamileljaick@educacao.rj.gov.br
33021813;SERRANA II;NOVA FRIBURGO;CE AUGUSTO SPINELLI;ceaugustospinelli@educacao.rj.gov.br
33021830;SERRANA II;NOVA FRIBURGO;CE DOUTOR GALDINO DO VALLE FILHO;cedrgaldinodovallefilho@educacao.rj.gov.br
33021848;SERRANA II;NOVA FRIBURGO;CE DOUTOR JOAO BAZET;cedoutorjoaobazet@educacao.rj.gov.br
33021864;SERRANA II;NOVA FRIBURGO;CE DOUTOR TUFFY EL JAICK;cedoutortuffyeljaick@educacao.rj.gov.br
33021880;SERRANA II;NOVA FRIBURGO;CE ETELVINA SCHOTTZ;ceetelvinaschottz@educacao.rj.gov.br
33021902;SERRANA II;NOVA FRIBURGO;CE JULIO SALUSSE;cejuliosalusse@educacao.rj.gov.br
33021929;SERRANA II;NOVA FRIBURGO;EE MARCILIO DIAS;eecmarciliodias@educacao.rj.gov.br
33021937;SERRANA II;NOVA FRIBURGO;CE PADRE FRANCA;cepadrefranca@educacao.rj.gov.br
33021945;SERRANA II;NOVA FRIBURGO;CE PADRE MADUREIRA;cepadremadureira@educacao.rj.gov.br
33021961;SERRANA II;NOVA FRIBURGO;CE PROFESSOR CARLOS CORTES;cecarloscortes@educacao.rj.gov.br
33022003;SERRANA II;NOVA FRIBURGO;CE PROFESSORA ZELIA DOS SANTOS CORTES;cezeliacortes@educacao.rj.gov.br
33022011;SERRANA II;NOVA FRIBURGO;CE SALUSTIANO JOSE RIBEIRO SERAFIM;cejoseribeiroserafim@educacao.rj.gov.br
33022275;SERRANA II;NOVA FRIBURGO;IE DE NOVA FRIBURGO;ienovafriburgo@educacao.rj.gov.br
33022569;SERRANA II;NOVA FRIBURGO;CE EDUARDO BREDER;ceeduardobreder@educacao.rj.gov.br
33022755;SERRANA II;NOVA FRIBURGO;CIEP 123 GLAUBER ROCHA;ciep123@educacao.rj.gov.br
33022810;SERRANA II;NOVA FRIBURGO;CE DOUTOR VICENTE DE MORAES;cedrvicentedemoraes@educacao.rj.gov.br
33022968;SERRANA II;NOVA FRIBURGO;CE CARLOS MARIA MARCHON;cecarlosmariamarchon@educacao.rj.gov.br
33023212;SERRANA II;NOVA FRIBURGO;CE EMILIA ROSCHEMANT;ceemiliaroschemant@educacao.rj.gov.br
33023298;SERRANA II;NOVA FRIBURGO;CE JOSE MARTINS DA COSTA;cejosemartinsdacosta@educacao.rj.gov.br
33023310;SERRANA II;SUMIDOURO;CIEP 283 MARIA AMELIA PACHECO;ciepbrizolao283@educacao.rj.gov.br
33023328;SERRANA II;SUMIDOURO;CE MONSENHOR IVO SANTE DONIN;cemonsenhorivosantedonin@educacao.rj.gov.br
33023751;SERRANA II;SANTA MARIA MADALENA;CE BARAO DE SANTA MARIA MADALENA;cebaraodesantamariamadalena@educacao.rj.gov.br
33024480;SERRANA II;SAO SEBASTIAO DO ALTO;CE JOSE CARDOSO DE MORAES;cejosecardosodemoraes@educacao.rj.gov.br
33024537;SERRANA II;SAO SEBASTIAO DO ALTO;CE JANUARIO DE TOLEDO PIZZA;cejanuariodetoledopizza@educacao.rj.gov.br
33024650;SERRANA II;TRAJANO DE MORAES;CE MARIA MARINA PINTO SILVA;cemariamarinapintosilva@educacao.rj.gov.br
33024758;SERRANA II;TRAJANO DE MORAES;EE DOUTOR ELIAS;eedoutorelias@educacao.rj.gov.br
33024880;SERRANA II;TRAJANO DE MORAES;CE JOSE DE MORAES SOUZA;eedoutorjosedemoraessouza@educacao.rj.gov.br
33024952;SERRANA II;TRAJANO DE MORAES;CE JOAO DE MORAES MARTINS;cejoaodemoraesmartins@educacao.rj.gov.br
33025010;SERRANA II;TRAJANO DE MORAES;EE HONESTALDA DE MORAES MARTINS;eehonestaldademoraesmartins@educacao.rj.gov.br
33025100;SERRANA II;CASIMIRO DE ABREU;CE CASIMIRO DE ABREU;cecasimiro_abreu@educacao.rj.gov.br
33025150;SERRANA II;CASIMIRO DE ABREU;CE PROFESSOR SOUZA;eeprofsouza@educacao.rj.gov.br
33025320;SERRANA II;CASIMIRO DE ABREU;CE BARRA DE SAO JOAO;cebarradesaojoao@educacao.rj.gov.br
33025347;SERRANA II;CASIMIRO DE ABREU;CE MATARUNA;cemataruna@educacao.rj.gov.br
33025355;SERRANA II;CASIMIRO DE ABREU;CE RIO DOURADO;ceriodourado@educacao.rj.gov.br
33025363;SERRANA II;CASIMIRO DE ABREU;CE SANTA MARIA;cesantamaria@educacao.rj.gov.br
33025754;SERRANA II;SILVA JARDIM;CE SERVULO MELLO;ceservulomello@educacao.rj.gov.br
33025835;SERRANA II;SILVA JARDIM;CE SAO SEBASTIAO;cesaosebastiao@educacao.rj.gov.br
33043515;SERRANA II;CACHOEIRAS DE MACACU;CIEP 140 MARIO CESAR GOMES DA SILVA;ciep140@educacao.rj.gov.br
33043523;SERRANA II;CACHOEIRAS DE MACACU;CE MARIA ZULMIRA TORRES;cemariazulmiratorres@educacao.rj.gov.br
33043612;SERRANA II;CACHOEIRAS DE MACACU;CE QUINTINO BOCAIUVA;cequintinobocaiuva@educacao.rj.gov.br
33043655;SERRANA II;CACHOEIRAS DE MACACU;CIEP 479 DOUTOR MARIO SIMAO ASSAF;ciep479@educacao.rj.gov.br
33043736;SERRANA II;CACHOEIRAS DE MACACU;CIEP 353 DOUTOR BROCHADO DA ROCHA;ciep353@educacao.rj.gov.br
33043752;SERRANA II;CACHOEIRAS DE MACACU;CE BACCOPARO MARTINS;cebaccoparomartins@educacao.rj.gov.br
33043760;SERRANA II;CACHOEIRAS DE MACACU;CE SOL NASCENTE;cesolnascente@educacao.rj.gov.br
33043779;SERRANA II;CACHOEIRAS DE MACACU;CE MARIA VERALBA FERRAZ;cemariaveralbaferraz@educacao.rj.gov.br
33044147;SERRANA II;CACHOEIRAS DE MACACU;CE SAO JOSE;cesaojose@educacao.rj.gov.br
33093989;SERRANA II;SAO SEBASTIAO DO ALTO;CIEP 274 MARIA AMELIA DAFLON FERRO;ciep274@educacao.rj.gov.br
33094330;SERRANA II;CASIMIRO DE ABREU;EE AGRICOLA CASIMIRO DE ABREU;aaeeagricolaca@educacao.rj.gov.br
33100608;SERRANA II;TRAJANO DE MORAES;CIEP 279 PROFESSORA GUIOMAR GONCALVES NEVES;ciep279@educacao.rj.gov.br
33102090;SERRANA II;NOVA FRIBURGO;CE DOUTOR FELICIANO COSTA;cedrfelicianocosta@educacao.rj.gov.br
33102791;SERRANA II;NOVA FRIBURGO;CEFFA CE AGRICOLA REI ALBERTO I;ceffareialberto@educacao.rj.gov.br
33105022;SERRANA II;NOVA FRIBURGO;CIEP 480 PROFESSOR LUIZ CARLOS VERONESE;ciep480@educacao.rj.gov.br
33105286;SERRANA II;TRAJANO DE MORAES;EE MARIA MENDONCA;eemariamendonca@educacao.rj.gov.br
33142351;SERRANA II;DUAS BARRAS;CIEP 511 ALAIDE ARAUJO STORK MELLOR MARQUES;ciep511@educacao.rj.gov.br
33149178;SERRANA II;SUMIDOURO;CE CAMPINAS II ;cecampinasii@educacao.rj.gov.br
33173346;SERRANA II;NOVA FRIBURGO;CE RAPHAEL LUIZ DE SIQUEIRA JACCOUD;ceraphaelluizdesiqueirajaccoud@educacao.rj.gov.br
